SpeciesCode,index,SD,lower_ci,middle_CI,upper_ci,mode,kld,year,index.bt,SD.bt,lower_ci.bt,upper_ci.bt,years,period,season,model_type,results_code,area_code,site,analysis_code,species_id,scientific_name,english_name,french_name
MUSW,1.88,0.129,1.632,1.88,2.133,1.878,0,2008,6.55350486219115,1.13769012416573,5.41581473802542,7.69119498635688,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,2.972,0.122,2.741,2.97,3.213,2.966,0,2009,19.5309424450646,1.12975410178032,18.4011883432843,20.6606965468449,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,3.426,0.125,3.191,3.424,3.675,3.419,0,2010,30.7533828627986,1.13314845306683,29.6202344097317,31.8865313158654,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,3.752,0.12,3.524,3.75,3.99,3.746,0,2011,42.60620926295,1.12749685157938,41.4787124113707,43.7337061145294,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,3.371,0.123,3.141,3.368,3.616,3.363,0,2012,29.107620128966,1.13088442094749,27.9767357080185,30.2385045499135,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,2.797,0.122,2.568,2.795,3.039,2.791,0,2013,16.3953867577488,1.12975410178032,15.2656326559685,17.5251408595291,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,2.055,0.128,1.812,2.054,2.309,2.05,0,2014,7.8068378726359,1.13655300269706,6.67028486993884,8.94339087533296,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,2.359,0.129,2.113,2.357,2.614,2.353,0,2015,10.5803657946924,1.13769012416573,9.44267567052662,11.7180559188581,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,1.785,0.144,1.509,1.783,2.07,1.78,0,2016,5.95957994758259,1.15488410852491,4.80469583905767,7.1144640561075,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,0.286,0.169,-0.044,0.286,0.617,0.286,0,2017,1.33109245525229,1.18412013892397,0.146972316328322,2.51521259417626,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,1.271,0.142,0.998,1.27,1.552,1.268,0,2018,3.56441519593778,1.15257664853701,2.41183854740078,4.71699184447479,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,S,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,-8.845,10.076,-32.58,-7.039,5.644,-1.741,0,2008,0.000144100440220235,23765.732233552,-23765.7320894516,23765.7323776525,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,1.51,0.091,1.332,1.51,1.69,1.51,0,2009,4.52673079431425,1.09526900525847,3.43146178905579,5.62199979957272,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,2.171,0.083,2.008,2.17,2.336,2.169,0,2010,8.76704670538367,1.08654180854824,7.68050489683544,9.85358851393191,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,1.736,0.087,1.566,1.736,1.908,1.735,0,2011,5.67459956701774,1.09089667971828,4.58370288729947,6.76549624673602,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,2.794,0.075,2.649,2.794,2.943,2.792,0,2012,16.346274302992,1.07788415088463,15.2683901521074,17.4241584538766,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,2.648,0.077,2.499,2.648,2.801,2.646,0,2013,14.1257588572997,1.0800420763926,13.0457167809071,15.2058009336923,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,1.071,0.101,0.873,1.072,1.269,1.072,0,2014,2.91829633765274,1.10627664176342,1.81201969588932,4.02457297941617,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,1.087,0.101,0.888,1.088,1.285,1.088,0,2015,2.9653646212045,1.10627664176342,1.85908797944108,4.07164126296792,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,0.212,0.14,-0.068,0.213,0.481,0.217,0,2016,1.2361478850785,1.15027379885723,0.0858740862212761,2.38642168393573,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,-1.198,0.26,-1.739,-1.188,-0.717,-1.167,0,2017,0.301797203126243,1.29693008666577,-0.995132883539528,1.59872728979202,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
MUSW,-0.307,0.178,-0.669,-0.303,0.031,-0.295,0,2018,0.735650600907253,1.1948253212348,-0.459174720327547,1.93047592214205,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,L,270,Cygnus olor,Mute Swan,Cygne tuberculé
TRUS,-9.322,9.816,-32.154,-7.756,5.058,-2.61,0,2008,8.94348616905846e-05,18324.6055264632,-18324.6054370284,18324.6056158981,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,-3.554,0.591,-4.837,-3.508,-2.518,-3.413,0,2009,0.0286099705866497,1.8057933061082,-1.77718333552155,1.83440327669485,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,-2.09,0.305,-2.722,-2.079,-1.524,-2.056,0,2010,0.123687135817455,1.35662500300622,-1.23293786718877,1.48031213882368,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,-0.033,0.152,-0.332,-0.034,0.265,-0.034,0,2011,0.967538559589032,1.16416023643211,-0.19662167684308,2.13169879602114,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,0.77,0.14,0.499,0.769,1.05,0.766,0,2012,2.15976625378492,1.15027379885723,1.00949245492769,3.31004005264214,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,0.01,0.152,-0.287,0.01,0.311,0.008,0,2013,1.01005016708417,1.16416023643211,-0.154110069347944,2.17421040351628,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,0.245,0.145,-0.038,0.244,0.531,0.243,0,2014,1.27762131320489,1.15603957026802,0.121581742936865,2.43366088347291,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,0.634,0.144,0.355,0.633,0.919,0.631,0,2015,1.88513606251392,1.15488410852491,0.730251953989011,3.04002017103884,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,0.461,0.159,0.151,0.459,0.776,0.457,0,2016,1.58565885128055,1.17233794668072,0.41332090459983,2.75799679796126,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,-0.2,0.22,-0.694,-0.187,0.198,-0.174,0,2017,0.818730753077982,1.24607673058738,-0.427345977509399,2.06480748366536,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
TRUS,1.52,0.144,1.242,1.518,1.807,1.514,0,2018,4.57222519514216,1.15488410852491,3.41734108661725,5.72710930366707,2008-2018,all years,Fall,NegBinomial,CMMN,TTPBRS,TTPBRS,O,280,Cygnus buccinator,Trumpeter Swan,Cygne trompette
GADW,0.412,0.242,-0.042,0.405,0.909,0.39,0,2008,1.50983443632874,1.27379419281619,0.23604024351255,2.78362862914494,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,1.935,0.243,1.484,1.926,2.44,1.907,0,2009,6.92404405537828,1.27506862411846,5.64897543125982,8.19911267949674,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,1.492,0.242,1.042,1.483,1.995,1.465,0,2010,4.4459785901518,1.27379419281619,3.1721843973356,5.71977278296799,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,0.807,0.244,0.351,0.799,1.312,0.781,0,2011,2.24117436819438,1.27634433048945,0.964830037704924,3.51751869868383,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,1.277,0.241,0.828,1.268,1.777,1.251,0,2012,3.58586597509859,1.27252103530823,2.31334493979036,4.85838701040682,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,-1.857,0.345,-2.539,-1.855,-1.183,-1.852,0,2013,0.156140349486991,1.41198991966766,-1.25584957018067,1.56813026915465,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,-1.427,0.334,-2.078,-1.428,-0.769,-1.431,0,2014,0.240027926978334,1.39654314357451,-1.15651521659617,1.63657107055284,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,-0.986,0.303,-1.564,-0.992,-0.375,-1.003,0,2015,0.373065974367113,1.35391446444229,-0.980848490075175,1.7269804388094,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,-1.408,0.356,-2.095,-1.412,-0.698,-1.42,0,2016,0.244632058331997,1.42760754826384,-1.18297548993185,1.67223960659584,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,-1.374,0.362,-2.073,-1.379,-0.652,-1.387,0,2017,0.2530925618625,1.43619894196035,-1.18310638009785,1.68929150382285,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,-1.65,0.369,-2.375,-1.651,-0.925,-1.651,0,2018,0.192049908620754,1.44628760367474,-1.25423769505399,1.63833751229549,2008-2018,all years,Fall,Poisson,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
GADW,-8.855,10.073,-32.583,-7.05,5.63,-1.755,0,2008,0.000142666616883226,23694.5418757808,-23694.5417331142,23694.5420184474,2008-2018,all years,Spring,NegBinomial,CMMN,TTPBRS,TTPBRS,O,390,Mareca strepera,Gadwall,Canard chipeau
