mean,sd,lcl,mid,ucl,mode,kld,trnd,lower_ci,upper_ci,post_prob,SpeciesCode,years,period,season,results_code,area_code,site,model_type,trnd_order,analysis_code,species_id,sort_order,english_name,french_name
0.377,0.286,-0.106,0.344,1.062,0.288,0,45.7904309371226,-10.0575351924076,189.214950783889,0.9388,TRES,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,L,14120,11959,Tree Swallow,Hirondelle bicolore
0.084,0.203,-0.267,0.064,0.558,0.036,0,8.76288938088261,-23.4326928534626,74.7174654307446,0.6522,NRWS,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,Poisson,NA,M,14200,11935,Northern Rough-winged Swallow,Hirondelle à ailes hérissées
0.235,0.262,-0.21,0.207,0.854,0.163,0,26.4908768732892,-18.9415754029813,134.902418148972,0.8463,BARS,2008-2018,all years,Fall,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,ML,14250,11995,Barn Swallow,Hirondelle rustique
0.208,0.18,-0.09,0.187,0.651,0.161,0,23.1213169548868,-8.60688147287718,91.7457327932661,0.9145,BARS,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,Poisson,NA,ML,14250,11995,Barn Swallow,Hirondelle rustique
0.021,0.156,-0.255,0.008,0.381,-0.011,0,2.12220516375285,-22.5083502038919,46.3747605409729,0.5237,BCCH,2008-2018,all years,Fall,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,I,14280,11181,Black-capped Chickadee,Mésange à tête noire
0.167,0.245,-0.233,0.135,0.766,0.086,0,18.1754265308361,-20.7846426475686,115.114444388532,0.7725,BCCH,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,I,14280,11181,Black-capped Chickadee,Mésange à tête noire
-0.011,0.157,-0.315,-0.016,0.326,-0.023,0,-1.09397212246313,-27.0211125730943,38.5415368872785,0.5614,RBNU,2008-2018,all years,Fall,CMMN,TTPBRS,TTPBRS,Poisson,NA,I,14410,13237,Red-breasted Nuthatch,Sittelle à poitrine rousse
0.07,0.12,-0.144,0.06,0.343,0.043,0,7.25081812542165,-13.4112251940795,40.9168761926451,0.7258,BRCR,2008-2018,all years,Fall,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,M,14450,13267,Brown Creeper,Grimpereau brun
0.231,0.182,-0.057,0.204,0.686,0.167,0,25.9859239449231,-5.54059306334767,98.5756599589326,0.9398,BRCR,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,MX,14450,13267,Brown Creeper,Grimpereau brun
0.028,0.154,-0.237,0.012,0.39,-0.012,0,2.8395684421425,-21.100871198239,47.6980793882643,0.5339,HOWR,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,Poisson,NA,ML,14780,13346,House Wren,Troglodyte familier
0.129,0.131,-0.101,0.118,0.418,0.096,0,13.7690124165732,-9.60669671141359,51.892067440224,0.8667,WIWR,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,Poisson,NA,M,14830,13380,Pacific/Winter Wren,Troglodyte de Baird ou T. des forêts
-0.067,0.102,-0.253,-0.075,0.167,-0.086,0,-6.48047986632234,-22.3532118176262,18.1754265308361,0.7882,GCKI,2008-2018,all years,Fall,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,M,14960,13201,Golden-crowned Kinglet,Roitelet à couronne dorée
0.314,0.243,-0.074,0.28,0.915,0.23,0,36.8889736547376,-7.13283061587128,149.677525190489,0.9477,GCKI,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,MX,14960,13201,Golden-crowned Kinglet,Roitelet à couronne dorée
0.022,0.07,-0.104,0.016,0.182,0.009,0,2.22437844704382,-9.87747025787952,19.9614193879868,0.606,RCKI,2008-2018,all years,Fall,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,M,14970,13202,Ruby-crowned Kinglet,Roitelet à couronne rubis
0.234,0.241,-0.176,0.207,0.804,0.165,0,26.3644492207778,-16.1382016662926,123.446092029673,0.8742,RCKI,2008-2018,all years,Spring,CMMN,TTPBRS,TTPBRS,NegBinomial,NA,M,14970,13202,Ruby-crowned Kinglet,Roitelet à couronne rubis
